Designator,Mid X,Mid Y,Rotation,Layer
A1,75.61,-132.485,0.0,top
C1,113.902,-145.9992,0.0,top
C2,101.0692,-118.9228,0.0,top
C4,96.8502,-144.098451,90.0,top
C5,92.019949,-118.999,0.0,top
C6,98.7806,-129.159,270.0,top
J22,126.3,-131.93,0.0,top
J23,108.5,-131.89,180.0,top
J3,95.6564,-109.4486,90.0,top
J4,32.0802,-137.4394,0.0,top
J5,97.917,-160.0,90.0,top
J6,159.3088,-137.16,0.0,top
